"id","cardId","productId","quantity"
"4fdfaa8a-6e07-408a-88f5-5c0da64270e5","d2f6cc2e-16e3-4c61-a11b-8f14b811803a","4c759a2f-dd22-46f0-b8ae-2d928ff38b65","1"
"92cc2fe8-4912-4d3f-936c-c3014e18ca68","783b3cb2-b149-4e6d-aced-8aedf0b80079","f09b4423-20b3-4fbd-a908-d568eaf62c2e","20"
"15fc62fe-50ed-4019-96cd-9d25c6dd29ec","783b3cb2-b149-4e6d-aced-8aedf0b80079","f09b4423-20b3-4fbd-a908-d568eaf62c2e","20"
"c62f69da-dd12-45c9-ace0-346dd796a2df","783b3cb2-b149-4e6d-aced-8aedf0b80079","f09b4423-20b3-4fbd-a908-d568eaf62c2e","20"
"eb4d33dc-348e-48a4-a7a1-0c3109f1de01","783b3cb2-b149-4e6d-aced-8aedf0b80079","f09b4423-20b3-4fbd-a908-d568eaf62c2e","20"
"f6bdd7c6-bee5-4389-a01c-d0d171b916ae","783b3cb2-b149-4e6d-aced-8aedf0b80079","f09b4423-20b3-4fbd-a908-d568eaf62c2e","20"
"b1430f30-7100-423f-9a84-c499b9572d2f","783b3cb2-b149-4e6d-aced-8aedf0b80079","f09b4423-20b3-4fbd-a908-d568eaf62c2e","20"
"fb4e9fd3-8a4c-423c-a602-5db2352e65c3","783b3cb2-b149-4e6d-aced-8aedf0b80079","f09b4423-20b3-4fbd-a908-d568eaf62c2e","20"
"f55b24e7-4d76-439f-b4e7-d73cb8712166","da380966-a30f-41d5-8bbd-fd7951f66dab","4d7ed278-9b38-44b8-82cd-bba15992322d","1"
"9687e8fc-263d-4c6e-8c33-90f4eb7e9673","da380966-a30f-41d5-8bbd-fd7951f66dab","4d7ed278-9b38-44b8-82cd-bba15992322d","2"
"312ffcfb-b8be-4966-8279-53c5d4a204bb","da380966-a30f-41d5-8bbd-fd7951f66dab","4d7ed278-9b38-44b8-82cd-bba15992322d","1"
"656eca8f-c3bf-4b02-af85-d8515a72c7d6","da380966-a30f-41d5-8bbd-fd7951f66dab","4d7ed278-9b38-44b8-82cd-bba15992322d","1"
"c23c78cc-083e-4e65-8617-56848caddc4c","96502cf1-9fd0-457b-a5da-003da6aced24","c94e62a9-567d-4c0a-8ff3-7231c88464d0","1"
